timestamp,open,high,low,close,volume
2021-11-12 20:00:00,149.9000,149.9000,149.7300,149.7300,34758
2021-11-12 19:55:00,149.9000,149.9200,149.8500,149.9000,7331
2021-11-12 19:50:00,149.9200,149.9500,149.9000,149.9000,3662
2021-11-12 19:45:00,149.9200,149.9200,149.9000,149.9200,4237
2021-11-12 19:40:00,149.9800,149.9800,149.9200,149.9600,2946
2021-11-12 19:35:00,149.9500,149.9600,149.9500,149.9600,2432
2021-11-12 19:30:00,149.9499,149.9500,149.9400,149.9500,2773
2021-11-12 19:25:00,149.9500,149.9500,149.9500,149.9500,253
2021-11-12 19:20:00,149.9600,149.9600,149.9300,149.9300,655
2021-11-12 19:15:00,149.9600,149.9700,149.9600,149.9700,516
2021-11-12 19:10:00,149.9200,149.9600,149.9200,149.9600,855
2021-11-12 19:05:00,149.9600,149.9600,149.9500,149.9500,1038
2021-11-12 19:00:00,149.9000,149.9400,149.8700,149.9400,2692
2021-11-12 18:55:00,149.9800,149.9800,149.9000,149.9000,3673
2021-11-12 18:50:00,149.9800,149.9800,149.9600,149.9600,2602
2021-11-12 18:45:00,149.9699,149.9700,149.9600,149.9700,3575
2021-11-12 18:40:00,149.9700,149.9700,149.9600,149.9600,446
2021-11-12 18:35:00,149.9900,149.9900,149.9600,149.9600,268
2021-11-12 18:30:00,149.9500,149.9500,149.9500,149.9500,381
2021-11-12 18:25:00,150.0000,150.0000,149.9700,149.9700,5948
2021-11-12 18:20:00,149.9800,149.9800,149.9800,149.9800,402
2021-11-12 18:15:00,150.0000,150.0000,150.0000,150.0000,202
2021-11-12 18:10:00,149.9800,150.0000,149.9800,150.0000,1124
2021-11-12 18:05:00,150.0000,150.0000,149.9800,150.0000,2888
2021-11-12 18:00:00,149.9900,149.9900,149.9800,149.9800,4429
2021-11-12 17:55:00,149.9800,149.9800,149.9800,149.9800,152
2021-11-12 17:50:00,149.9700,149.9800,149.9700,149.9800,787
2021-11-12 17:45:00,149.9900,149.9900,149.9800,149.9800,50356
2021-11-12 17:40:00,149.9800,149.9800,149.9700,149.9800,2338
2021-11-12 17:35:00,149.9900,150.0000,149.9800,149.9800,5744
2021-11-12 17:30:00,150.0000,150.0000,150.0000,150.0000,1268
2021-11-12 17:25:00,149.9900,150.0000,149.9900,149.9900,1207
2021-11-12 17:20:00,149.9900,150.0000,149.9900,150.0000,729
2021-11-12 17:15:00,149.9900,150.0000,149.9900,150.0000,4468
2021-11-12 17:10:00,149.9900,150.0000,149.9900,149.9900,3142
2021-11-12 17:05:00,150.0000,150.0000,149.9900,150.0000,3391
2021-11-12 17:00:00,150.0100,150.0100,149.9900,149.9900,1501
2021-11-12 16:55:00,149.9900,150.0000,149.9800,150.0000,1880
2021-11-12 16:50:00,149.9900,149.9900,149.9900,149.9900,33476
2021-11-12 16:45:00,149.9900,150.0000,149.9900,149.9900,3235
2021-11-12 16:40:00,150.0200,150.0300,149.9700,150.0000,50163
2021-11-12 16:35:00,150.0300,150.0300,149.9600,150.0200,299001
2021-11-12 16:30:00,150.0300,150.0600,150.0100,150.0600,6750
2021-11-12 16:25:00,150.0200,150.0600,150.0200,150.0500,8913
2021-11-12 16:20:00,149.9900,150.0300,149.9900,149.9900,1085629
2021-11-12 16:15:00,150.0100,150.0200,149.9800,149.9800,9039
2021-11-12 16:10:00,150.0000,150.0100,149.9800,149.9900,234340
2021-11-12 16:05:00,149.9900,150.0100,149.9500,150.0000,1851924
2021-11-12 16:00:00,149.8850,150.0700,149.8800,149.9900,1821274
2021-11-12 15:55:00,149.9100,150.0300,149.8500,149.8875,1344023
2021-11-12 15:50:00,150.0000,150.0145,149.8450,149.9000,831409
2021-11-12 15:45:00,150.2300,150.2500,150.0000,150.0000,717748
2021-11-12 15:40:00,150.2800,150.4000,150.2000,150.2200,772393
2021-11-12 15:35:00,150.1800,150.3000,150.0900,150.2899,845505
2021-11-12 15:30:00,150.0700,150.1900,150.0650,150.1750,711271
2021-11-12 15:25:00,150.0050,150.0770,150.0000,150.0698,437346
2021-11-12 15:20:00,150.0400,150.0700,149.9611,150.0067,510719
2021-11-12 15:15:00,149.8800,150.0500,149.8320,150.0400,622081
2021-11-12 15:10:00,149.8201,149.8900,149.7600,149.8850,302866
2021-11-12 15:05:00,149.9000,149.9100,149.7500,149.8250,441506
2021-11-12 15:00:00,149.8900,149.9600,149.8800,149.9000,233502
